code;name;;en_name;de_desc;de_link;en_desc;en_link;de_syn;en_syn
BIMEXTAMSTBIM6-1;In Ausbildung;;In Ausbildung;;;;;;
BIMEXTAMSTBIM6-2;Erwerbstätigkeit;;Erwerbstätigkeit;;;;;;
BIMEXTAMSTBIM6-3;AMS Vormerkung;;AMS Vormerkung;;;;;;
BIMEXTAMSTBIM6-4;Sonstige;;Sonstige;;;;;;
